Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Total number of played matches
1996/97,12.3.1997,Leeds,Southampton,0,0,D,0,0,D,1
1996/97,12.3.1997,Sheffield Weds,Sunderland,2,1,H,1,1,D,1
1996/97,12.3.1997,West Ham,Chelsea,3,2,H,0,1,A,1
1996/97,15.3.1997,Aston Villa,West Ham,0,0,D,0,0,D,1
1996/97,15.3.1997,Blackburn,Wimbledon,3,1,H,2,1,H,1
1996/97,15.3.1997,Everton,Derby,1,0,H,0,0,D,1
1996/97,15.3.1997,Leicester,Middlesbrough,1,3,A,0,3,A,1
1996/97,15.3.1997,Man United,Sheffield Weds,2,0,H,1,0,H,1
1996/97,15.3.1997,Newcastle,Coventry,4,0,H,2,0,H,1
1996/97,15.3.1997,Nott'm Forest,Liverpool,1,1,D,1,1,D,1
1996/97,15.3.1997,Southampton,Arsenal,0,2,A,0,1,A,1
1996/97,15.3.1997,Tottenham,Leeds,1,0,H,1,0,H,1
1996/97,16.3.1997,Chelsea,Sunderland,6,2,H,2,0,H,1
1996/97,18.3.1997,Wimbledon,West Ham,1,1,D,1,0,H,1
1996/97,19.3.1997,Chelsea,Southampton,1,0,H,1,0,H,1
1996/97,19.3.1997,Leicester,Tottenham,1,1,D,0,0,D,1
1996/97,19.3.1997,Middlesbrough,Blackburn,2,1,H,1,0,H,1
1996/97,22.3.1997,Blackburn,Aston Villa,0,2,A,0,0,D,1
1996/97,22.3.1997,Coventry,West Ham,1,3,A,1,2,A,1
1996/97,22.3.1997,Derby,Tottenham,4,2,H,2,1,H,1
1996/97,22.3.1997,Everton,Man United,0,2,A,0,1,A,1
1996/97,22.3.1997,Middlesbrough,Chelsea,1,0,H,0,0,D,1
1996/97,22.3.1997,Sheffield Weds,Leeds,2,2,D,1,2,A,1
1996/97,22.3.1997,Southampton,Leicester,2,2,D,1,0,H,1
1996/97,22.3.1997,Sunderland,Nott'm Forest,1,1,D,0,0,D,1
1996/97,23.3.1997,Wimbledon,Newcastle,1,1,D,1,0,H,1
1996/97,24.3.1997,Arsenal,Liverpool,1,2,A,0,0,D,1
1996/97,24.3.1997,Middlesbrough,Nott'm Forest,1,1,D,0,1,A,1
1996/97,5.4.1997,Aston Villa,Everton,3,1,H,1,1,D,1
1996/97,5.4.1997,Chelsea,Arsenal,0,3,A,0,1,A,1
1996/97,5.4.1997,Man United,Derby,2,3,A,0,2,A,1
1996/97,5.4.1997,Newcastle,Sunderland,1,1,D,0,1,A,1
1996/97,5.4.1997,Nott'm Forest,Southampton,1,3,A,0,1,A,1
1996/97,5.4.1997,Tottenham,Wimbledon,1,0,H,0,0,D,1
1996/97,6.4.1997,Liverpool,Coventry,1,2,A,0,0,D,1
1996/97,7.4.1997,Leeds,Blackburn,0,0,D,0,0,D,1
1996/97,9.4.1997,Coventry,Chelsea,3,1,H,0,1,A,1
1996/97,9.4.1997,Derby,Southampton,1,1,D,0,0,D,1
1996/97,9.4.1997,Everton,Leicester,1,1,D,1,0,H,1
1996/97,9.4.1997,Sheffield Weds,Tottenham,2,1,H,1,1,D,1
1996/97,9.4.1997,West Ham,Middlesbrough,0,0,D,0,0,D,1
1996/97,9.4.1997,Wimbledon,Aston Villa,0,2,A,0,1,A,1
1996/97,12.4.1997,Arsenal,Leicester,2,0,H,1,0,H,1
1996/97,12.4.1997,Blackburn,Man United,2,3,A,1,2,A,1
1996/97,12.4.1997,Derby,Aston Villa,2,1,H,2,0,H,1
1996/97,12.4.1997,Everton,Tottenham,1,0,H,1,0,H,1
1996/97,12.4.1997,Southampton,West Ham,2,0,H,2,0,H,1
1996/97,13.4.1997,Sheffield Weds,Newcastle,1,1,D,0,1,A,1
1996/97,13.4.1997,Sunderland,Liverpool,1,2,A,0,1,A,1
1996/97,16.4.1997,Everton,Liverpool,1,1,D,0,1,A,1
1996/97,16.4.1997,Newcastle,Chelsea,3,1,H,3,0,H,1
1996/97,16.4.1997,Wimbledon,Leeds,2,0,H,1,0,H,1
1996/97,19.4.1997,Arsenal,Blackburn,1,1,D,1,0,H,1
1996/97,19.4.1997,Aston Villa,Tottenham,1,1,D,0,0,D,1
1996/97,19.4.1997,Chelsea,Leicester,2,1,H,1,0,H,1
1996/97,19.4.1997,Liverpool,Man United,1,3,A,1,2,A,1
1996/97,19.4.1997,Middlesbrough,Sunderland,0,1,A,0,1,A,1
1996/97,19.4.1997,Newcastle,Derby,3,1,H,1,1,D,1
1996/97,19.4.1997,Nott'm Forest,Leeds,1,1,D,1,0,H,1
1996/97,19.4.1997,Sheffield Weds,Wimbledon,3,1,H,1,0,H,1
1996/97,19.4.1997,Southampton,Coventry,2,2,D,1,0,H,1
1996/97,19.4.1997,West Ham,Everton,2,2,D,2,0,H,1
1996/97,21.4.1997,Coventry,Arsenal,1,1,D,1,1,D,1
1996/97,22.4.1997,Blackburn,Sheffield Weds,4,1,H,3,0,H,1
1996/97,22.4.1997,Leeds,Aston Villa,0,0,D,0,0,D,1
1996/97,22.4.1997,Sunderland,Southampton,0,1,A,0,1,A,1
1996/97,22.4.1997,Wimbledon,Chelsea,0,1,A,0,1,A,1
1996/97,23.4.1997,Derby,Nott'm Forest,0,0,D,0,0,D,1
1996/97,23.4.1997,Leicester,West Ham,0,1,A,0,0,D,1
1996/97,24.4.1997,Tottenham,Middlesbrough,1,0,H,0,0,D,1
1996/97,3.5.1997,Arsenal,Newcastle,0,1,A,0,1,A,1
1996/97,3.5.1997,Chelsea,Leeds,0,0,D,0,0,D,1
1996/97,3.5.1997,Coventry,Derby,1,2,A,0,0,D,1
1996/97,3.5.1997,Leicester,Man United,2,2,D,2,1,H,1
1996/97,3.5.1997,Liverpool,Tottenham,2,1,H,2,1,H,1
1996/97,3.5.1997,Middlesbrough,Aston Villa,3,2,H,2,0,H,1
1996/97,3.5.1997,Nott'm Forest,Wimbledon,1,1,D,0,1,A,1
1996/97,3.5.1997,Southampton,Blackburn,2,0,H,1,0,H,1
1996/97,3.5.1997,Sunderland,Everton,3,0,H,1,0,H,1
1996/97,3.5.1997,West Ham,Sheffield Weds,5,1,H,3,0,H,1
1996/97,5.5.1997,Man United,Middlesbrough,3,3,D,2,3,A,1
1996/97,6.5.1997,West Ham,Newcastle,0,0,D,0,0,D,1
1996/97,6.5.1997,Wimbledon,Liverpool,2,1,H,1,0,H,1
1996/97,7.5.1997,Leicester,Sheffield Weds,1,0,H,0,0,D,1
1996/97,8.5.1997,Blackburn,Middlesbrough,0,0,D,0,0,D,1
1996/97,8.5.1997,Man United,Newcastle,0,0,D,0,0,D,1
1996/97,11.5.1997,Aston Villa,Southampton,1,0,H,1,0,H,1
1996/97,11.5.1997,Blackburn,Leicester,2,4,A,1,1,D,1
1996/97,11.5.1997,Derby,Arsenal,1,3,A,1,0,H,1
1996/97,11.5.1997,Everton,Chelsea,1,2,A,0,2,A,1
1996/97,11.5.1997,Leeds,Middlesbrough,1,1,D,0,0,D,1
1996/97,11.5.1997,Man United,West Ham,2,0,H,1,0,H,1
1996/97,11.5.1997,Newcastle,Nott'm Forest,5,0,H,4,0,H,1
1996/97,11.5.1997,Sheffield Weds,Liverpool,1,1,D,0,0,D,1
1996/97,11.5.1997,Tottenham,Coventry,1,2,A,1,2,A,1
1996/97,11.5.1997,Wimbledon,Sunderland,1,0,H,0,0,D,1
1997/98,9.8.1997,Barnsley,West Ham,1,2,A,1,0,H,1
1997/98,9.8.1997,Blackburn,Derby,1,0,H,1,0,H,1
1997/98,9.8.1997,Coventry,Chelsea,3,2,H,1,1,D,1
1997/98,9.8.1997,Everton,Crystal Palace,1,2,A,0,1,A,1
1997/98,9.8.1997,Leeds,Arsenal,1,1,D,1,1,D,1
1997/98,9.8.1997,Leicester,Aston Villa,1,0,H,1,0,H,1
1997/98,9.8.1997,Newcastle,Sheffield Weds,2,1,H,1,1,D,1
1997/98,9.8.1997,Southampton,Bolton,0,1,A,0,1,A,1
1997/98,9.8.1997,Wimbledon,Liverpool,1,1,D,0,0,D,1
1997/98,10.8.1997,Tottenham,Man United,0,2,A,0,0,D,1
1997/98,11.8.1997,Arsenal,Coventry,2,0,H,1,0,H,1
1997/98,12.8.1997,Crystal Palace,Barnsley,0,1,A,0,0,D,1
1997/98,13.8.1997,Aston Villa,Blackburn,0,4,A,0,3,A,1
1997/98,13.8.1997,Liverpool,Leicester,1,2,A,0,1,A,1
1997/98,13.8.1997,Man United,Southampton,1,0,H,0,0,D,1
1997/98,13.8.1997,Sheffield Weds,Leeds,1,3,A,0,2,A,1
1997/98,13.8.1997,West Ham,Tottenham,2,1,H,1,0,H,1
1997/98,23.8.1997,Blackburn,Liverpool,1,1,D,0,0,D,1
1997/98,23.8.1997,Coventry,Bolton,2,2,D,2,0,H,1
1997/98,23.8.1997,Everton,West Ham,2,1,H,0,1,A,1
1997/98,23.8.1997,Leeds,Crystal Palace,0,2,A,0,1,A,1
1997/98,23.8.1997,Leicester,Man United,0,0,D,0,0,D,1
1997/98,23.8.1997,Newcastle,Aston Villa,1,0,H,1,0,H,1
1997/98,23.8.1997,Southampton,Arsenal,1,3,A,1,1,D,1
1997/98,23.8.1997,Tottenham,Derby,1,0,H,1,0,H,1
1997/98,23.8.1997,Wimbledon,Sheffield Weds,1,1,D,1,0,H,1
1997/98,24.8.1997,Barnsley,Chelsea,0,6,A,0,3,A,1
1997/98,25.8.1997,Blackburn,Sheffield Weds,7,2,H,5,1,H,1
1997/98,26.8.1997,Leeds,Liverpool,0,2,A,0,1,A,1
1997/98,27.8.1997,Barnsley,Bolton,2,1,H,1,1,D,1
1997/98,27.8.1997,Coventry,West Ham,1,1,D,1,0,H,1
1997/98,27.8.1997,Everton,Man United,0,2,A,0,1,A,1
1997/98,27.8.1997,Leicester,Arsenal,3,3,D,0,1,A,1
1997/98,27.8.1997,Southampton,Crystal Palace,1,0,H,0,0,D,1
1997/98,27.8.1997,Tottenham,Aston Villa,3,2,H,1,1,D,1
1997/98,27.8.1997,Wimbledon,Chelsea,0,2,A,0,0,D,1
1997/98,30.8.1997,Arsenal,Tottenham,0,0,D,0,0,D,1
1997/98,30.8.1997,Aston Villa,Leeds,1,0,H,0,0,D,1
1997/98,30.8.1997,Chelsea,Southampton,4,2,H,4,1,H,1
1997/98,30.8.1997,Crystal Palace,Blackburn,1,2,A,0,2,A,1
1997/98,30.8.1997,Derby,Barnsley,1,0,H,1,0,H,1
1997/98,30.8.1997,Man United,Coventry,3,0,H,1,0,H,1
1997/98,30.8.1997,Sheffield Weds,Leicester,1,0,H,0,0,D,1
1997/98,30.8.1997,West Ham,Wimbledon,3,1,H,0,0,D,1
1997/98,1.9.1997,Bolton,Everton,0,0,D,0,0,D,1
1997/98,13.9.1997,Arsenal,Bolton,4,1,H,3,1,H,1
1997/98,13.9.1997,Barnsley,Aston Villa,0,3,A,0,1,A,1
1997/98,13.9.1997,Coventry,Southampton,1,0,H,0,0,D,1
1997/98,13.9.1997,Crystal Palace,Chelsea,0,3,A,0,2,A,1
1997/98,13.9.1997,Derby,Everton,3,1,H,2,1,H,1
1997/98,13.9.1997,Leicester,Tottenham,3,0,H,0,0,D,1
1997/98,13.9.1997,Liverpool,Sheffield Weds,2,1,H,0,0,D,1
1997/98,13.9.1997,Man United,West Ham,2,1,H,1,1,D,1
1997/98,13.9.1997,Newcastle,Wimbledon,1,3,A,1,1,D,1
1997/98,14.9.1997,Blackburn,Leeds,3,4,A,3,4,A,1
1997/98,20.9.1997,Aston Villa,Derby,2,1,H,0,1,A,1
1997/98,20.9.1997,Bolton,Man United,0,0,D,0,0,D,1
1997/98,20.9.1997,Everton,Barnsley,4,2,H,2,1,H,1
1997/98,20.9.1997,Leeds,Leicester,0,1,A,0,1,A,1
1997/98,20.9.1997,Sheffield Weds,Coventry,0,0,D,0,0,D,1
1997/98,20.9.1997,Southampton,Liverpool,1,1,D,0,1,A,1
1997/98,20.9.1997,Tottenham,Blackburn,0,0,D,0,0,D,1
1997/98,20.9.1997,West Ham,Newcastle,0,1,A,0,1,A,1
1997/98,20.9.1997,Wimbledon,Crystal Palace,0,1,A,0,0,D,1
1997/98,21.9.1997,Chelsea,Arsenal,2,3,A,1,1,D,1
1997/98,22.9.1997,Liverpool,Aston Villa,3,0,H,0,0,D,1
1997/98,23.9.1997,Bolton,Tottenham,1,1,D,1,0,H,1
1997/98,23.9.1997,Wimbledon,Barnsley,4,1,H,0,1,A,1
1997/98,24.9.1997,Arsenal,West Ham,4,0,H,4,0,H,1
1997/98,24.9.1997,Coventry,Crystal Palace,1,1,D,1,1,D,1
1997/98,24.9.1997,Leicester,Blackburn,1,1,D,1,1,D,1
1997/98,24.9.1997,Man United,Chelsea,2,2,D,1,1,D,1
1997/98,24.9.1997,Newcastle,Everton,1,0,H,0,0,D,1
1997/98,24.9.1997,Sheffield Weds,Derby,2,5,A,2,3,A,1
1997/98,24.9.1997,Southampton,Leeds,0,2,A,0,1,A,1
1997/98,27.9.1997,Aston Villa,Sheffield Weds,2,2,D,1,2,A,1
1997/98,27.9.1997,Barnsley,Leicester,0,2,A,0,0,D,1
1997/98,27.9.1997,Chelsea,Newcastle,1,0,H,0,0,D,1
1997/98,27.9.1997,Crystal Palace,Bolton,2,2,D,2,1,H,1
1997/98,27.9.1997,Derby,Southampton,4,0,H,0,0,D,1
1997/98,27.9.1997,Everton,Arsenal,2,2,D,0,2,A,1
1997/98,27.9.1997,Leeds,Man United,1,0,H,1,0,H,1
1997/98,27.9.1997,Tottenham,Wimbledon,0,0,D,0,0,D,1
1997/98,27.9.1997,West Ham,Liverpool,2,1,H,1,0,H,1
1997/98,28.9.1997,Blackburn,Coventry,0,0,D,0,0,D,1
1997/98,4.10.1997,Arsenal,Barnsley,5,0,H,3,0,H,1
1997/98,4.10.1997,Bolton,Aston Villa,0,1,A,0,1,A,1
1997/98,4.10.1997,Coventry,Leeds,0,0,D,0,0,D,1
1997/98,4.10.1997,Man United,Crystal Palace,2,0,H,2,0,H,1
1997/98,4.10.1997,Newcastle,Tottenham,1,0,H,0,0,D,1
1997/98,4.10.1997,Sheffield Weds,Everton,3,1,H,0,0,D,1
1997/98,4.10.1997,Southampton,West Ham,3,0,H,0,0,D,1
1997/98,4.10.1997,Wimbledon,Blackburn,0,1,A,0,1,A,1
1997/98,5.10.1997,Liverpool,Chelsea,4,2,H,2,1,H,1
1997/98,6.10.1997,Leicester,Derby,1,2,A,0,1,A,1
1997/98,18.10.1997,Aston Villa,Wimbledon,1,2,A,1,1,D,1
1997/98,18.10.1997,Blackburn,Southampton,1,0,H,1,0,H,1
1997/98,18.10.1997,Chelsea,Leicester,1,0,H,0,0,D,1
1997/98,18.10.1997,Crystal Palace,Arsenal,0,0,D,0,0,D,1
1997/98,18.10.1997,Derby,Man United,2,2,D,2,0,H,1
1997/98,18.10.1997,Everton,Liverpool,2,0,H,1,0,H,1
1997/98,18.10.1997,Leeds,Newcastle,4,1,H,3,0,H,1
1997/98,18.10.1997,West Ham,Bolton,3,0,H,0,0,D,1
1997/98,19.10.1997,Tottenham,Sheffield Weds,3,2,H,3,0,H,1
1997/98,20.10.1997,Barnsley,Coventry,2,0,H,1,0,H,1
